36,135,86,89
45,58,183,64
4,36,69,208
44,66,21,28
135,66,27,87
17,20,23,68
135,63,86,49
4,31,7,61
19,135,17,57
58,64,23,82
20,45,50,63
71,83,84,49
26,64,19,84
159,23,36,87
27,49,147,121
70,50,17,89
72,58,27,36
2,44,13,86
25,27,110,88
100,36,9,61
26,43,6,18
70,89,79,33
4,10,9,66
135,89,17,41
145,44,7,23
70,20,9,121
89,63,71,46
83,49,163,50
4,38,23,58
38,89,19,33
20,66,28,59
31,54,4,86
101,80,36,58
56,206,4,17
70,59,53,64
191,66,69,27
135,170,9,85
44,49,23,94
2,26,23,27
118,58,23,84
135,66,154,89
23,51,3,47
7,77,17,54
36,66,89,63
45,58,25,50
44,66,71,21
26,66,19,43
58,66,23,28
4,66,46,50
36,45,69,17
44,64,110,31
24,58,23,66
159,58,129,87
159,85,19,49
33,49,121,88
135,45,82,49
115,40,17,49
118,66,23,27
9,54,50,94
58,63,69,25
70,10,23,25
26,63,84,54
115,36,71,25
19,206,9,54
19,83,17,33
129,44,119,49
159,31,9,50
19,44,71,110
14,115,19,66
70,40,17,53
7,33,121,52
4,129,25,87
7,66,9,17
16,20,86,61
70,170,69,17
80,64,9,79
26,58,25,64
26,56,2,17
79,83,25,66
105,129,25,88
40,66,51,61
4,36,119,60
83,60,79,56
10,66,168,49
19,27,71,17
38,67,19,36
41,66,169,49
2,45,71,49
27,135,71,93
44,66,119,36
100,44,33,61
38,45,84,49
80,89,61,65
10,17,22,60
79,58,33,49
29,135,19,40
10,64,7,41
80,45,33,87
45,66,87,60
77,63,84,94
79,135,27,49
30,129,27,66
10,135,81,40
2,54,32,36
25,83,121,64
145,56,17,49
54,66,11,59
2,66,88,50
6,59,50,53
135,54,82,60
10,83,49,66
10,23,71,36
19,45,41,61
159,66,23,33
44,59,19,68
38,44,7,84
70,17,43,68
13,159,3,21
38,89,82,33
70,77,121,54
135,66,36,89
14,135,17,60
19,56,49,54
4,49,23,32
83,135,71,56
23,66,11,59
80,44,3,23
118,58,79,36
77,79,71,25
70,57,80,93
145,38,7,50
135,58,128,66
80,67,9,49
101,64,79,50
145,29,23,63
89,64,71,27
206,66,110,36
45,49,23,197
89,58,9,87
71,67,50,60
16,63,86,58
4,66,87,50
10,49,81,36
100,80,36,49
2,135,54,57
170,58,9,64
83,45,23,36
135,66,71,84
4,11,22,32
36,66,28,61
44,45,11,54
100,4,13,79
4,38,17,79
10,31,36,66
17,43,3,61
7,38,17,50
4,44,77,32
10,135,75,64
19,66,28,61
70,44,27,33
135,38,94,60
44,45,69,135
17,50,46,63
159,85,27,49
170,66,25,33
145,72,17,54
2,43,1,59
45,49,27,166
27,56,71,36
70,44,110,68
100,23,32,60
70,115,69,52
38,45,86,135
129,89,33,49
10,89,69,49
19,44,6,21
20,45,53,58
100,4,57,60
19,44,121,51
27,45,8,36
14,67,64,66
159,29,9,66
23,64,86,36
70,31,40,61
44,45,4,52
129,66,27,89
80,129,33,49
23,45,11,53
4,129,87,60
77,44,89,208
101,66,17,86
2,36,7,19
11,63,32,59
44,68,4,41
89,66,9,197
135,44,77,50
19,89,41,54
19,66,71,121
32,44,36,59
19,54,22,50
26,44,123,179
2,44,12,41
38,64,9,31
70,44,40,49
14,56,16,158
7,115,23,66
23,44,86,43
100,44,11,18
44,206,25,135
19,23,22,60
45,58,9,79
4,44,9,13
19,36,161,50
70,31,9,17
36,44,69,79
115,24,19,66
72,16,17,89
84,45,8,79
75,36,110,25
105,58,9,84
7,9,60,61
4,38,24,28
80,66,6,17
19,135,69,41
19,30,3,23
101,83,23,87
115,66,84,64
7,44,23,43
7,64,17,61
84,44,88,93
70,45,9,40
101,10,33,86
44,57,79,93
10,54,41,60
26,56,32,64
115,58,84,66
83,44,17,79
49,66,121,36
71,42,9,41
49,89,166,33
113,66,9,23
17,42,71,129
29,170,9,54
4,19,3,53
80,54,20,94
71,10,74,49
19,20,9,28
49,58,166,65
101,89,60,65
19,45,3,54
30,44,70,23
60,66,39,50
45,58,33,66
7,67,19,66
2,89,25,86
10,36,19,60
10,80,40,60
2,60,86,58
100,19,9,57
159,66,21,84
71,115,110,41
16,38,7,40
23,45,84,197
113,44,9,84
149,44,69,71
2,64,4,82
4,80,25,89
19,45,23,50
44,56,7,17
80,89,33,65
89,206,25,54
113,135,72,41
83,64,50,54
2,4,71,7
7,66,19,50
7,44,13,66
9,49,121,88
135,66,85,93
4,79,61,66
113,77,23,84
86,135,77,68
135,38,82,50
14,159,17,50
135,38,9,60
83,38,27,33
19,26,41,61
100,54,11,41
85,135,27,63
40,44,14,50
70,36,110,17
2,66,32,50
43,44,53,58
36,38,79,122
45,54,86,53
83,66,19,23
16,68,19,36
2,70,60,68
56,63,32,54
38,42,79,25
19,49,23,93
170,44,27,68
10,80,40,68
26,83,17,49
7,80,17,60
17,36,3,161
20,23,50,59
24,45,36,54
29,38,36,64
36,45,122,86
2,66,50,57
4,66,154,46
19,42,9,54
4,24,9,19
54,63,86,46
10,45,25,36
17,45,69,20
7,42,110,19
70,26,9,64
79,83,71,134
20,84,121,25
4,54,81,25
38,44,31,54
80,129,84,68
2,20,23,63
44,66,50,64
20,44,135,58
83,63,9,28
36,40,3,50
6,20,119,60
42,66,110,19
137,58,33,88
31,135,17,86
23,49,27,197
135,66,9,154
44,56,15,81
135,66,82,27
14,29,23,54
17,42,71,63
38,44,4,23
38,66,119,23
135,38,33,63
7,66,121,33
84,44,70,79
145,58,79,89
66,67,9,25
93,66,9,50
45,58,23,88
129,66,84,197
2,44,79,66
100,66,3,61
26,66,3,25
44,45,41,54
45,56,84,86
80,135,40,89
9,85,41,50
79,52,25,88
129,45,90,65
16,64,4,31
135,206,63,64
129,49,197,50
45,50,87,88
27,49,25,88
4,30,19,53
23,44,33,53
7,29,23,49
24,135,72,9
80,93,33,50
23,45,82,27
2,50,79,88
7,9,54,61
100,64,23,54
70,44,69,79
135,38,7,9
118,64,79,36
10,44,71,41
19,67,50,54
42,58,79,89
25,83,33,50
30,44,70,60
79,44,87,93
4,10,71,50
44,49,81,86
129,66,25,128
7,67,9,178
129,44,25,49
4,26,7,21
38,45,9,23
10,66,9,85
83,128,52,68
36,64,19,84
2,44,4,15
7,84,19,27
7,42,71,27
29,44,49,56
15,66,17,178
101,44,86,58
50,58,17,88
45,89,79,61
70,42,4,19
17,66,146,43
9,19,121,60
23,44,47,60
38,42,19,66
44,66,25,36
4,31,86,135
7,16,19,61
7,10,49,66
7,135,27,33
10,75,49,66
70,10,19,27
77,30,9,64
135,45,70,23
33,36,9,50
36,89,9,17
159,29,36,49
30,38,79,66
159,36,4,50
80,128,19,60
63,67,9,19
81,44,7,36
80,83,9,50
17,44,69,208
19,83,50,52
101,129,33,50
14,42,4,20
89,54,17,86
145,19,71,17
4,36,9,57
80,49,50,65
45,56,71,7
4,45,7,17
70,84,27,33
4,23,53,61
2,27,69,93
4,83,19,58
135,45,17,79
10,85,25,168
10,135,84,50
4,64,9,119
10,66,157,39
26,63,25,49
75,135,25,49
7,19,121,54
36,44,165,86
100,45,36,64
100,45,19,79
29,135,40,63
10,89,9,86
89,66,166,49
77,58,36,64
129,49,88,50
70,101,17,25
30,54,50,60
38,44,9,93
70,83,19,52
23,40,5,47
4,63,25,28
80,44,50,58
80,58,9,90
79,42,25,33
38,66,23,36
71,64,9,50
22,135,119,56
135,49,17,81
10,85,39,54
70,36,3,60
135,66,69,23
135,45,9,41
69,135,9,178
2,79,33,88
4,38,79,63
45,66,11,17
7,26,19,25
36,63,28,46
40,45,3,87
80,45,23,33
10,20,18,81
42,66,19,88
4,64,71,86
9,89,25,125
72,14,17,23
10,29,19,64
4,45,135,61
45,89,197,41
4,31,86,61
42,58,50,64
2,54,82,86
137,49,27,33
36,45,86,53
2,64,71,79
19,36,158,57
44,56,17,84
49,54,4,86
9,36,60,61
4,80,23,50
135,45,25,63
9,68,41,60
44,66,134,89
38,45,27,41
17,44,119,43
38,45,9,14
135,40,14,50
80,58,106,33
2,29,50,64
44,206,69,27
79,42,27,134
10,66,69,64
10,36,69,86
80,84,9,19
100,42,9,41
26,83,54,64
145,38,23,25
29,38,19,63
30,31,17,50
101,44,86,49
77,29,17,36
101,44,4,86
4,159,23,63
23,44,69,46
7,44,17,61
7,38,119,60
10,44,4,50
10,56,119,36
36,44,3,208
26,31,4,7
36,66,82,60
16,135,119,89
145,83,41,54
31,36,4,61
101,83,87,66
30,63,9,19
80,135,50,94
23,135,3,87
80,58,36,65
101,83,79,33
26,85,25,49
27,45,9,88
10,128,71,36
36,45,87,89
20,44,23,32
2,63,19,64
23,45,27,50
27,44,127,93
100,42,36,64
23,60,86,59
38,45,40,49
85,66,27,50
2,16,7,66
45,64,71,36
79,66,23,49
7,19,86,50
40,41,4,17
2,36,74,63
10,64,36,41
20,54,28,32
101,64,50,89
80,26,18,50
115,66,9,27
101,54,25,66
100,89,17,49
100,38,9,60
44,56,2,86
80,66,11,33
135,45,14,19
135,64,23,50
4,19,21,23
135,66,3,19
10,44,36,49
38,63,28,49
4,56,71,19
26,44,6,84
83,66,19,50
15,44,17,135
10,66,74,168
10,44,17,226
4,66,25,63
38,44,17,84
118,54,36,66
70,17,71,43
26,36,4,50
4,66,21,23
17,36,94,208
29,42,23,36
38,45,25,31
45,50,17,87
4,7,52,60
129,64,89,65
101,83,25,58
83,38,23,56
101,71,50,60
44,67,84,56
113,44,22,50
19,27,121,93
118,38,27,84
135,45,71,7
83,58,33,64
100,54,20,41
2,66,33,59
10,66,170,50
159,36,20,84
70,66,25,88
10,85,19,54
10,44,9,84
2,38,41,64
100,26,3,41
17,66,23,59
70,66,17,27
129,45,69,27
36,66,85,89
101,58,28,89
145,71,41,50
44,49,121,36
16,44,29,36
145,29,17,19
38,170,54,64
101,89,27,65
4,38,119,24
44,51,3,21
21,30,11,23
4,38,63,66
7,36,110,178
70,135,19,23
19,43,3,58
10,58,50,64
41,66,86,59
36,135,82,86
7,44,27,61
70,170,71,33
26,44,36,41
9,67,54,60
30,44,13,20
2,89,46,68
2,45,17,25
115,49,69,27
100,17,3,20
2,23,28,84
10,64,23,41
30,63,23,28
100,101,36,66
44,54,119,41
128,45,25,36
135,38,50,63
44,58,106,52
100,16,17,19
42,89,25,49
38,49,25,94
100,44,49,57
4,36,79,82
170,44,110,27
72,66,17,49
85,63,49,54
7,79,53,61
49,66,22,178
42,44,33,36
4,36,71,89
71,66,110,84
77,135,9,89
101,10,17,64
10,66,23,49
45,58,36,169
4,29,23,50
80,135,27,50
45,63,71,19
101,54,17,86
49,56,4,81
2,80,3,79
19,38,17,93
4,36,3,13
10,206,85,170
58,64,36,90
84,36,69,89
26,56,16,17
49,52,25,88
42,66,70,89
23,40,3,47
145,4,71,7
100,44,12,57
135,56,19,81
4,7,19,53
9,45,134,54
115,89,71,17
26,44,144,17
10,14,50,64
19,44,33,47
7,23,33,86
58,66,70,88
4,20,81,23
80,83,19,63
2,4,23,28
70,45,9,79
14,64,19,50
23,60,28,86
7,26,25,50
9,38,122,41
100,70,54,61
4,36,17,46
27,49,69,86
38,49,17,93
36,58,122,84
70,40,53,61
44,45,89,61
10,19,41,53
40,59,50,53
70,26,3,56
7,26,17,25
100,17,9,60
36,45,84,53
44,45,69,3
38,44,28,33
72,38,23,27
70,77,71,17
159,44,4,23
77,63,89,54
7,115,49,50
135,56,81,36
145,64,7,79
145,44,9,66
4,30,9,53
42,89,17,87
71,42,84,33
17,19,71,46
2,4,28,46
4,64,71,46
42,44,79,134
4,89,71,86
26,44,144,107
10,170,110,9
4,64,17,32
44,206,33,170
4,45,3,19
101,29,36,64
80,42,20,50
63,66,6,64
19,38,158,54
42,44,9,33
25,27,110,50
100,49,93,64
44,66,5,64
19,45,41,52
83,66,27,49
83,135,41,63
2,38,9,86
101,80,84,58
135,89,17,27
10,206,9,33
107,16,40,66
42,64,19,41
40,66,36,43
70,26,49,64
101,66,71,64
9,26,50,54
16,26,19,61
83,66,28,63
94,66,74,89
70,42,110,88
84,36,69,4
26,40,43,64
15,36,69,46
17,44,25,68
45,64,23,86
40,66,5,53
26,83,9,17
2,63,54,58
54,64,27,32
4,23,69,46
16,56,81,31
29,63,23,94
54,57,11,22
26,56,31,32
36,44,3,9
4,135,19,86
70,135,23,33
19,64,110,50
27,31,86,50
42,56,19,20
87,45,70,33
10,206,71,50
45,58,70,89
79,49,88,93
15,29,17,50
83,58,36,68
7,54,69,25
80,159,3,23
2,49,4,36
41,44,4,60
170,66,17,64
80,135,9,68
80,36,19,33
101,49,23,25
70,64,71,54
77,44,70,36
2,45,7,27
19,44,28,58
10,67,4,195
4,45,17,135
14,26,50,60
17,54,22,53
71,25,121,33
41,44,17,36
42,89,14,17
36,45,69,4
10,43,53,60
7,27,17,50
80,60,79,63
7,113,19,50
20,45,86,66
31,44,15,40
45,49,60,65
17,19,23,60
4,54,25,66
100,42,19,49
145,54,82,66
4,7,50,52
6,26,100,14
44,45,86,60
30,44,79,66
2,44,25,93
206,58,9,64
45,66,158,23
84,129,9,25
4,26,32,50
70,137,9,88
2,31,50,58
2,135,69,86
7,45,71,60
105,27,9,88
36,45,17,60
4,44,25,86
44,66,13,50
71,83,9,41
83,38,17,27
2,38,28,66
36,43,3,20
84,135,9,33
10,44,14,33
23,32,27,50
135,66,9,49
26,56,2,31
4,63,19,89
36,44,17,88
49,56,86,64
20,43,6,60
26,54,27,32
11,56,17,119
2,44,70,86
4,10,19,22
10,25,33,64
135,38,14,82
80,89,61,68
49,66,221,36
17,45,71,23
26,44,4,17
16,56,81,66
206,66,69,23
26,40,13,43
79,38,23,49
4,66,71,178
16,44,4,135
19,128,71,51
79,44,121,27
70,14,17,36
16,135,7,40
9,135,54,94
41,54,119,66
135,66,71,128
23,129,27,89
159,129,87,66
66,67,23,50
38,64,33,36
44,66,22,57
10,19,22,49
2,14,20,36
44,58,9,77
101,54,4,27
83,44,19,23
7,17,69,61
27,44,134,50
19,26,40,60
20,85,23,86
49,58,23,33
17,45,53,63
23,63,84,54
30,58,70,84
10,135,40,41
36,66,3,208
19,40,23,51
54,206,17,50
100,44,33,41
128,38,17,60
54,58,46,68
17,23,59,60
19,89,22,33
7,29,9,66
20,54,25,60
27,45,8,134
36,89,57,61
4,135,87,46
30,66,17,64
84,45,33,89
19,135,57,93
2,63,79,58
44,63,71,32
79,66,71,49
44,66,21,60
6,129,50,60
17,54,94,59
44,52,14,88
44,58,17,52
70,118,54,56
36,45,82,122
45,58,69,52
52,54,17,25
77,45,7,41
77,42,25,66
2,64,23,82
19,206,9,17
80,159,6,36
135,89,82,54
70,44,71,54
128,44,17,19
7,45,23,60
2,63,46,64
145,7,71,33
101,36,17,25
129,49,60,65
79,42,49,66
4,45,50,66
4,66,119,57
36,66,9,170
129,42,134,88
15,44,29,45
23,44,86,54
128,89,19,33
129,45,134,49
135,57,84,93
80,45,79,65
38,44,14,25
80,83,25,36
135,44,58,63
101,16,4,36
26,44,107,21
23,44,36,87
19,40,23,61
85,44,50,57
127,93,9,25
100,4,12,52
45,66,9,53
71,115,110,49
50,58,87,46
80,89,17,188
16,44,4,119
2,4,9,19
36,44,4,110
38,42,9,19
38,45,7,16
85,135,23,41
32,38,36,50
29,54,36,66
84,44,88,89
70,135,69,19
42,50,121,134
4,135,23,46
19,58,17,50
10,38,86,36
7,56,17,49
10,135,27,41
23,64,22,33
4,16,89,66
30,38,14,60
70,58,23,89
89,58,82,27
84,45,70,87
20,83,9,27
85,135,71,57
7,135,27,60
17,20,146,23
27,30,9,36
100,45,7,79
2,44,69,33
80,23,27,89
71,159,84,50
38,67,19,84
70,115,69,25
42,44,14,84
49,54,22,27
44,66,69,25
135,45,69,33
17,23,32,60
45,58,17,52
16,38,17,81
19,42,9,49
70,7,17,40
16,135,17,85
2,26,13,25
26,66,3,6
26,64,23,50
71,170,110,9
77,80,84,33
113,64,22,23
105,33,9,50
85,206,195,54
45,58,49,90
7,80,19,27
83,64,71,9
49,64,32,50
4,45,82,61
4,44,119,135
206,66,23,33
80,36,87,63
41,89,69,86
10,56,7,84
135,38,23,93
2,20,19,88
2,44,12,19
4,14,57,66
129,44,45,89
4,159,20,63
17,23,22,43
70,38,27,93
15,16,29,135
45,66,36,89
10,23,60,68
83,44,9,52
6,17,53,60
77,45,25,64
149,58,169,66
43,44,20,47
10,80,27,49
129,42,84,89
2,84,25,93
135,58,79,36
26,44,22,23
44,49,17,68
129,49,33,176
4,23,69,22
70,135,79,64
2,79,23,27
2,31,17,86
14,15,4,50
23,56,71,207
70,26,9,56
23,43,1,59
83,63,19,79
80,89,33,68
19,64,110,81
17,67,71,63
128,54,25,36
20,49,50,94
16,58,89,66
80,44,9,27
45,58,70,128
2,45,20,58
4,30,19,20
44,45,14,53
4,30,3,50
84,129,27,89
100,159,43,66
2,41,69,86
19,40,3,17
20,42,25,88
83,89,71,9
10,67,36,66
44,67,50,54
159,49,36,50
14,21,20,23
49,58,69,86
12,44,6,27
38,60,86,58
45,66,71,49
54,66,22,82
4,36,50,57
159,40,4,43
17,36,3,57
16,20,135,61
4,66,17,61
10,45,14,41
70,10,53,54
24,135,9,66
79,44,49,53
70,101,23,64
31,89,17,54
29,45,23,49
7,19,71,61
100,23,36,60
128,89,150,27
101,58,25,84
84,66,9,87
70,7,110,40
4,17,20,23
10,66,25,36
40,45,13,64
36,63,69,9
4,13,3,61
4,45,82,135
45,58,82,64
38,58,17,77
70,135,33,40
44,45,14,87
159,64,9,41
2,44,84,50
17,159,71,20
77,42,84,64
36,66,82,33
70,44,19,61
14,45,50,54
45,50,70,84
100,20,12,59
7,64,27,86
10,135,36,54
19,135,3,54
38,44,9,36
135,49,23,64
64,66,17,23
45,66,71,63
100,64,79,22
129,66,25,84
135,49,17,82
6,26,13,22
72,44,9,17
101,19,86,49
38,40,4,49
80,44,11,36
135,38,17,56
101,66,36,49
159,85,41,49
38,49,94,64
50,58,17,134
2,17,71,12
44,206,71,202
63,67,19,54
38,44,81,56
38,42,19,58
23,54,32,60
20,85,27,63
2,83,84,50
36,66,17,169
80,66,11,60
83,89,71,33
7,36,69,71
4,26,12,50
6,64,22,23
70,14,36,60
44,50,87,52
36,44,18,61
2,20,50,58
135,44,70,19
83,135,9,27
17,44,59,60
4,44,135,63
36,63,46,89
159,44,19,66
105,80,9,84
44,66,9,50
2,17,86,63
38,44,36,93
56,63,71,64
16,38,17,58
2,45,19,49
4,81,23,66
69,4,71,178
7,40,13,23
7,45,25,33
159,85,41,63
70,26,23,49
36,38,4,63
70,44,54,61
27,54,4,86
70,135,69,49
145,7,71,54
26,31,7,9
129,38,27,60
135,44,23,46
101,84,4,27
135,58,72,9
18,29,23,54
26,63,25,57
23,67,84,54
115,58,52,66
19,30,54,57
44,89,17,60
17,26,3,60
56,66,119,64
7,63,9,19
45,63,89,58
26,66,43,64
84,58,147,9
4,14,20,66
17,19,53,60
80,36,17,20
49,66,84,166
145,83,17,23
38,45,17,135
97,44,15,54
11,23,86,59
135,44,50,56
77,50,121,94
54,56,165,36
23,42,27,54
10,66,9,170
2,36,17,33
17,54,28,60
107,44,7,31
85,42,71,49
4,135,154,23
38,45,79,64
75,67,96,49
100,9,161,61
135,89,71,60
2,26,17,50
19,44,47,52
2,17,71,32
63,66,89,64
100,66,23,61
129,44,49,68
135,66,17,170
44,66,61,64
100,40,17,61
145,83,41,49
45,89,9,25
129,58,50,90
16,54,17,81
4,7,86,60
16,135,81,85
36,135,50,57
129,45,197,65
191,36,9,82
26,36,19,60
15,27,4,36
79,84,9,33
145,89,41,49
44,64,79,36
101,58,84,65
20,44,121,81
27,84,8,121
159,66,27,84
135,66,69,50
49,206,69,23
23,40,47,54
38,58,25,33
30,66,13,27
135,67,195,36
100,19,28,161
83,52,25,66
80,45,84,87
135,41,36,87
170,45,25,54
2,27,17,50
2,71,41,49
7,159,43,60
45,56,31,89
135,38,41,94
2,66,70,57
23,64,36,46
101,27,17,87
36,58,17,169
77,38,33,36
4,44,12,21
85,44,54,63
38,44,16,17
10,36,9,85
4,135,50,57
36,66,13,25
77,79,9,25
80,159,9,17
2,54,58,60
19,66,33,53
44,50,70,87
44,66,70,208
101,44,17,66
31,49,17,86
2,49,23,82
2,56,81,64
135,44,17,40
20,38,28,58
83,42,25,64
7,19,51,61
26,44,36,47
14,83,36,64
77,40,36,54
45,50,89,63
10,206,110,54
20,56,81,32
30,44,13,36
10,45,17,25
64,67,4,84
14,42,16,17
135,63,71,58
71,159,41,54
4,7,71,52
23,66,27,59
7,36,13,25
14,135,56,57
2,4,13,63
115,49,23,88
38,57,79,84
12,36,28,50
81,31,86,36
135,66,23,128
44,64,119,41
44,64,71,89
26,44,23,179
44,49,106,84
2,64,19,81
10,85,157,39
44,89,54,60
77,66,70,121
26,36,9,13
100,89,17,57
89,66,22,27
19,44,13,93
14,80,17,19
80,129,87,65
27,49,147,8
42,64,4,90
10,38,17,19
100,4,3,23
2,66,93,60
38,49,23,27
10,36,75,85
4,19,46,61
20,63,12,19
44,66,17,202
44,63,9,79
44,58,9,49
17,19,53,57
17,36,94,60
80,45,89,61
71,20,39,58
17,44,69,86
80,45,17,33
135,58,82,84
3,19,53,57
107,66,61,64
115,17,23,25
70,79,25,33
54,64,22,32
44,66,71,61
36,58,79,89
84,42,69,27
41,44,23,86
49,64,81,65
129,45,70,90
80,40,23,49
4,64,7,81
23,44,87,89
145,36,7,33
159,129,49,66
31,56,54,58
2,19,17,60
7,36,33,86
9,45,122,41
19,42,41,54
10,38,25,64
20,42,50,58
2,135,9,25
60,66,28,125
135,66,71,93
2,23,46,59
7,44,40,53
80,45,9,23
159,23,3,47
36,66,154,86
129,44,84,60
85,206,74,27
83,128,17,49
10,38,7,66
7,89,9,25
135,38,58,64
59,66,53,57
69,135,9,128
38,67,49,64
113,29,9,50
115,58,70,23
44,89,87,54
20,66,23,59
72,44,36,41
83,64,41,54
72,115,9,89
70,15,4,17
19,40,53,54
2,4,28,66
128,45,25,89
70,45,36,89
101,7,71,49
66,67,71,168
70,64,54,61
77,20,9,66
20,38,119,135
2,45,54,64
36,135,7,86
10,67,86,50
26,44,14,60
24,66,36,208
84,63,69,25
80,49,23,68
42,44,20,27
101,79,71,49
2,20,32,58
107,26,144,19
2,64,50,54
26,44,49,50
38,49,119,27
16,54,17,58
44,54,36,46
7,26,60,61
70,80,9,49
2,36,69,60
7,45,54,60
29,56,19,66
135,64,19,89
42,49,4,17
10,14,23,50
101,80,36,50
84,49,106,121
30,38,56,60
56,66,84,36
36,49,69,86
71,42,33,134
19,66,22,23
83,135,49,63
2,45,71,84
83,45,88,50
145,38,23,63
36,56,165,46
22,206,33,36
84,42,9,87
71,85,41,50
70,135,9,36
36,38,158,63
49,58,25,36
110,85,39,49
17,206,69,74
135,56,49,64
9,20,60,61
100,26,3,61
10,66,49,64
145,89,19,49
2,27,69,25
44,45,84,64
22,135,36,56
44,66,121,134
14,49,17,60
128,44,17,68
4,58,165,86
101,44,17,28
16,23,36,89
70,20,9,23
20,83,58,68
80,54,36,58
23,59,71,28
19,44,41,49
10,38,36,40
26,44,32,49
19,44,23,93
72,135,17,27
9,10,25,49
185,64,33,36
70,113,23,54
44,58,50,66
100,29,17,66
58,66,50,89
44,64,75,41
100,159,19,41
20,89,25,125
36,66,3,158
4,42,87,63
129,41,69,66
38,63,25,64
89,206,71,27
63,64,79,84
23,51,47,61
36,58,84,89
7,42,69,54
27,54,86,94
45,58,166,36
26,43,6,22
7,45,49,53
49,206,17,36
2,45,3,17
19,44,71,17
26,44,20,50
4,7,25,66
135,45,27,170
135,45,86,50
80,49,188,36
7,206,25,33
31,64,17,54
70,170,69,110
135,56,7,36
30,64,4,11
16,68,4,36
40,64,4,61
45,58,25,134
44,63,69,79
2,70,54,64
2,45,71,54
17,129,69,25
11,56,17,86
20,66,25,86
128,44,19,33
44,64,110,19
70,63,89,64
26,56,36,49
9,58,147,50
17,66,69,22
10,170,9,27
17,44,23,57
30,56,71,36
2,54,28,46
24,59,19,36
129,58,70,66
77,89,9,41
49,64,84,46
9,159,50,60
83,58,164,84
27,135,33,50
23,44,89,60
100,44,9,22
4,42,20,79
7,128,27,51
42,49,17,33
2,45,79,54
20,38,81,28
36,66,153,84
44,45,20,86
100,4,28,57
38,56,7,31
129,89,69,8
83,66,17,27
23,54,60,68
9,44,40,57
206,64,71,7
30,49,4,64
19,80,9,50
100,159,9,23
101,23,87,89
52,66,17,88
159,44,17,87
23,66,87,43
42,56,20,54
4,19,71,161
149,23,69,71
70,83,71,56
56,63,89,58
10,17,69,22
118,63,79,54
115,64,27,50
45,89,69,8
100,44,12,61
2,89,27,33
100,26,11,20
31,44,15,135
80,66,25,61
135,56,119,66
105,19,50,52
20,159,9,66
71,44,9,60
2,44,28,68
9,20,125,61
145,29,9,50
26,51,47,64
2,54,32,41
38,58,77,50
14,20,60,64
145,83,79,66
19,44,17,46
4,27,69,17
128,44,17,40
100,36,9,28
83,42,121,134
191,36,69,89
40,66,36,64
31,58,17,50
20,43,58,63
2,26,23,60
49,89,69,22
4,19,71,53
14,44,16,50
70,14,4,56
71,10,74,33
17,54,22,94
80,63,9,19
27,49,121,50
10,135,7,27
84,58,25,52
81,44,7,23
40,45,4,13
128,38,36,49
22,68,56,60
2,44,28,60
17,66,9,46
20,80,6,19
135,60,50,58
70,36,25,33
128,66,17,51
38,42,9,56
2,66,82,93
145,56,49,54
79,42,121,134
85,135,23,25
